first,second,third 
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",['/indicator/SE.SEC.CUAT.UP.MA.ZS?downloadformat=excel']
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",['/indicator/SE.SEC.CUAT.UP.ZS?downloadformat=excel']
"Effective transition rate from primary to lower secondary general education, both sexes (%)",['/indicator/SE.SEC.PROG.ZS?downloadformat=excel']
Emigration rate of tertiary educated (% of total tertiary educated population),['/indicator/SM.EMI.TERT.ZS?downloadformat=excel']
"Enrolment in primary education, both sexes (number)",['/indicator/SE.PRM.ENRL?downloadformat=excel']
"Enrolment in secondary education, both sexes (number)",['/indicator/SE.SEC.ENRL?downloadformat=excel']
"Enrolment in secondary general, both sexes (number)",['/indicator/SE.SEC.ENRL.GC?downloadformat=excel']
"Enrolment in secondary vocational, both sexes (number)",['/indicator/SE.SEC.ENRL.VO?downloadformat=excel']
Expenditure on education as % of total government expenditure (%),['/indicator/SE.XPD.TOTL.GB.ZS?downloadformat=excel']
Expenditure on primary as % of government expenditure on education (%),['/indicator/SE.XPD.PRIM.ZS?downloadformat=excel']
Expenditure on secondary as % of government expenditure on education (%),['/indicator/SE.XPD.SECO.ZS?downloadformat=excel']
Expenditure on tertiary as % of government expenditure on education (%),['/indicator/SE.XPD.TERT.ZS?downloadformat=excel']
"Government expenditure on education, total (% of GDP)",['/indicator/SE.XPD.TOTL.GD.ZS?downloadformat=excel']
"Government expenditure per student, primary (% of GDP per capita)",['/indicator/SE.XPD.PRIM.PC.ZS?downloadformat=excel']
"Government expenditure per student, secondary (% of GDP per capita)",['/indicator/SE.XPD.SECO.PC.ZS?downloadformat=excel']
Government expenditure per tertiary student as % of GDP per capita (%),['/indicator/SE.XPD.TERT.PC.ZS?downloadformat=excel']
"Gross enrollment ratio, primary, both sexes (%)",['/indicator/SE.PRM.ENRR?downloadformat=excel']
"Gross enrolment ratio, pre-primary, both sexes (%)",['/indicator/SE.PRE.ENRR?downloadformat=excel']
"Gross enrolment ratio, pre-primary, female (%)",['/indicator/SE.PRE.ENRR.FE?downloadformat=excel']
"Gross enrolment ratio, pre-primary, male (%)",['/indicator/SE.PRE.ENRR.MA?downloadformat=excel']
"Gross enrolment ratio, secondary, both sexes (%)",['/indicator/SE.SEC.ENRR?downloadformat=excel']
"Gross enrolment ratio, tertiary, both sexes (%)",['/indicator/SE.TER.ENRR?downloadformat=excel']
"Gross intake ratio to Grade 1 of primary education, both sexes (%)",['/indicator/SE.PRM.GINT.ZS?downloadformat=excel']
"Gross intake ratio to Grade 1 of primary education, female (%)",['/indicator/SE.PRM.GINT.FE.ZS?downloadformat=excel']
"Gross intake ratio to Grade 1 of primary education, male (%)",['/indicator/SE.PRM.GINT.MA.ZS?downloadformat=excel']
"Labor force, female (% of total labor force)",['/indicator/SL.TLF.TOTL.FE.ZS?downloadformat=excel']
"Labor force, total",['/indicator/SL.TLF.TOTL.IN?downloadformat=excel']
"Literacy rate, adult female (% of females ages 15 and above)",['/indicator/SE.ADT.LITR.FE.ZS?downloadformat=excel']
"Literacy rate, adult male (% of males ages 15 and above)",['/indicator/SE.ADT.LITR.MA.ZS?downloadformat=excel']
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",['/indicator/SE.ADT.1524.LT.FM.ZS?downloadformat=excel']
"Literacy rate, youth female (% of females ages 15-24)",['/indicator/SE.ADT.1524.LT.FE.ZS?downloadformat=excel']
"Literacy rate, youth male (% of males ages 15-24)",['/indicator/SE.ADT.1524.LT.MA.ZS?downloadformat=excel']
"Lower secondary completion rate, female (% of relevant age group)",['/indicator/SE.SEC.CMPT.LO.FE.ZS?downloadformat=excel']
"Lower secondary completion rate, male (% of relevant age group)",['/indicator/SE.SEC.CMPT.LO.MA.ZS?downloadformat=excel']
"Lower secondary completion rate, total (% of relevant age group)",['/indicator/SE.SEC.CMPT.LO.ZS?downloadformat=excel']
"Net enrolment rate, primary, both sexes (%)",['/indicator/SE.PRM.NENR?downloadformat=excel']
"Net enrolment rate, secondary, both sexes (%)",['/indicator/SE.SEC.NENR?downloadformat=excel']
"Net intake rate in grade 1, female (% of official school-age population)",['/indicator/SE.PRM.NINT.FE.ZS?downloadformat=excel']
"Net intake rate in grade 1, male (% of official school-age population)",['/indicator/SE.PRM.NINT.MA.ZS?downloadformat=excel']
"Net intake rate to Grade 1 of primary education, both sexes (%)",['/indicator/SE.PRM.NINT.ZS?downloadformat=excel']
Official entrance age to lower secondary education (years),['/indicator/SE.SEC.AGES?downloadformat=excel']
Official entrance age to primary education (years),['/indicator/SE.PRM.AGES?downloadformat=excel']
"Out-of-school children of primary school age, both sexes (number)",['/indicator/SE.PRM.UNER?downloadformat=excel']
"Over-age students, primary (% of enrollment)",['/indicator/SE.PRM.OENR.ZS?downloadformat=excel']
"Over-age students, primary, female (% of female enrollment)",['/indicator/SE.PRM.OENR.FE.ZS?downloadformat=excel']
"Over-age students, primary, male (% of male enrollment)",['/indicator/SE.PRM.OENR.MA.ZS?downloadformat=excel']
Percentage of enrolment in primary education in private institutions (%),['/indicator/SE.PRM.PRIV.ZS?downloadformat=excel']
Percentage of enrolment in secondary education in private institutions (%),['/indicator/SE.SEC.PRIV.ZS?downloadformat=excel']
"Percentage of female teachers in primary education who are trained, female (%)",['/indicator/SE.PRM.TCAQ.FE.ZS?downloadformat=excel']
"Percentage of female teachers in secondary education who are trained, female (%)",['/indicator/SE.SEC.TCAQ.FE.ZS?downloadformat=excel']
"Percentage of male teachers in primary education who are trained, male (%)",['/indicator/SE.PRM.TCAQ.MA.ZS?downloadformat=excel']
"Percentage of male teachers in secondary education who are trained, male (%)",['/indicator/SE.SEC.TCAQ.MA.ZS?downloadformat=excel']
"Percentage of repeaters in primary education, all grades, both sexes (%)",['/indicator/SE.PRM.REPT.ZS?downloadformat=excel']
"Percentage of repeaters in primary education, all grades, female (%)",['/indicator/SE.PRM.REPT.FE.ZS?downloadformat=excel']
"Percentage of repeaters in primary education, all grades, male (%)",['/indicator/SE.PRM.REPT.MA.ZS?downloadformat=excel']
Percentage of students in secondary general education who are female (%),['/indicator/SE.SEC.ENRL.GC.FE.ZS?downloadformat=excel']
Percentage of students in secondary vocational education who are female (%),['/indicator/SE.SEC.ENRL.VO.FE.ZS?downloadformat=excel']
"Percentage of teachers in primary education who are trained, both sexes (%)",['/indicator/SE.PRM.TCAQ.ZS?downloadformat=excel']
"Percentage of teachers in secondary education who are trained, both sexes (%)",['/indicator/SE.SEC.TCAQ.ZS?downloadformat=excel']
"Persistence to grade 5, female (% of cohort)",['/indicator/SE.PRM.PRS5.FE.ZS?downloadformat=excel']
"Persistence to grade 5, male (% of cohort)",['/indicator/SE.PRM.PRS5.MA.ZS?downloadformat=excel']
Population ages 0-14 (% of total),['/indicator/SP.POP.0014.TO.ZS?downloadformat=excel']
Population ages 15-64 (% of total),['/indicator/SP.POP.1564.TO.ZS?downloadformat=excel']
"Preprimary education, duration (years)",['/indicator/SE.PRE.DURS?downloadformat=excel']
"Primary completion rate, female (% of relevant age group)",['/indicator/SE.PRM.CMPT.FE.ZS?downloadformat=excel']
"Primary completion rate, male (% of relevant age group)",['/indicator/SE.PRM.CMPT.MA.ZS?downloadformat=excel']
"Primary completion rate, total (% of relevant age group)",['/indicator/SE.PRM.CMPT.ZS?downloadformat=excel']
"Primary education, pupils (% female)",['/indicator/SE.PRM.ENRL.FE.ZS?downloadformat=excel']
"Primary education, teachers (% female)",['/indicator/SE.PRM.TCHR.FE.ZS?downloadformat=excel']
"Progression to secondary school, female (%)",['/indicator/SE.SEC.PROG.FE.ZS?downloadformat=excel']
"Progression to secondary school, male (%)",['/indicator/SE.SEC.PROG.MA.ZS?downloadformat=excel']
Pupil-teacher ratio in pre-primary education (headcount basis),['/indicator/SE.PRE.ENRL.TC.ZS?downloadformat=excel']
Pupil-teacher ratio in primary education (headcount basis),['/indicator/SE.PRM.ENRL.TC.ZS?downloadformat=excel']
Pupil-teacher ratio in secondary education (headcount basis),['/indicator/SE.SEC.ENRL.TC.ZS?downloadformat=excel']
"Pupil-teacher ratio, lower secondary",['/indicator/SE.SEC.ENRL.LO.TC.ZS?downloadformat=excel']
"Pupil-teacher ratio, tertiary",['/indicator/SE.TER.ENRL.TC.ZS?downloadformat=excel']
"Pupil-teacher ratio, upper secondary",['/indicator/SE.SEC.ENRL.UP.TC.ZS?downloadformat=excel']
"School enrollment, primary (gross), gender parity index (GPI)",['/indicator/SE.ENR.PRIM.FM.ZS?downloadformat=excel']
"School enrollment, primary and secondary (gross), gender parity index (GPI)",['/indicator/SE.ENR.PRSC.FM.ZS?downloadformat=excel']
"School enrollment, primary, female (% gross)",['/indicator/SE.PRM.ENRR.FE?downloadformat=excel']
"School enrollment, primary, female (% net)",['/indicator/SE.PRM.NENR.FE?downloadformat=excel']
"School enrollment, primary, male (% gross)",['/indicator/SE.PRM.ENRR.MA?downloadformat=excel']
"School enrollment, primary, male (% net)",['/indicator/SE.PRM.NENR.MA?downloadformat=excel']
"School enrollment, secondary (gross), gender parity index (GPI)",['/indicator/SE.ENR.SECO.FM.ZS?downloadformat=excel']
"School enrollment, secondary, female (% gross)",['/indicator/SE.SEC.ENRR.FE?downloadformat=excel']
"School enrollment, secondary, female (% net)",['/indicator/SE.SEC.NENR.FE?downloadformat=excel']
"School enrollment, secondary, male (% gross)",['/indicator/SE.SEC.ENRR.MA?downloadformat=excel']
"School enrollment, secondary, male (% net)",['/indicator/SE.SEC.NENR.MA?downloadformat=excel']
"School enrollment, tertiary (gross), gender parity index (GPI)",['/indicator/SE.ENR.TERT.FM.ZS?downloadformat=excel']
"School enrollment, tertiary, female (% gross)",['/indicator/SE.TER.ENRR.FE?downloadformat=excel']
"School enrollment, tertiary, male (% gross)",['/indicator/SE.TER.ENRR.MA?downloadformat=excel']
"Secondary education, pupils (% female)",['/indicator/SE.SEC.ENRL.FE.ZS?downloadformat=excel']
"Secondary education, teachers (% female)",['/indicator/SE.SEC.TCHR.FE.ZS?downloadformat=excel']
"Survival rate to Grade 5 of primary education, both sexes (%)",['/indicator/SE.PRM.PRS5.ZS?downloadformat=excel']
"Survival rate to the last grade of primary education, both sexes (%)",['/indicator/SE.PRM.PRSL.ZS?downloadformat=excel']
"Survival rate to the last grade of primary education, female (%)",['/indicator/SE.PRM.PRSL.FE.ZS?downloadformat=excel']
"Survival rate to the last grade of primary education, male (%)",['/indicator/SE.PRM.PRSL.MA.ZS?downloadformat=excel']
"Teachers in primary education, both sexes (number)",['/indicator/SE.PRM.TCHR?downloadformat=excel']
"Teachers in secondary education, both sexes (number)",['/indicator/SE.SEC.TCHR?downloadformat=excel']
"Teachers in secondary education, female (number)",['/indicator/SE.SEC.TCHR.FE?downloadformat=excel']
"Tertiary education, academic staff (% female)",['/indicator/SE.TER.TCHR.FE.ZS?downloadformat=excel']
Theoretical duration of primary education (years),['/indicator/SE.PRM.DURS?downloadformat=excel']
Theoretical duration of secondary education (years),['/indicator/SE.SEC.DURS?downloadformat=excel']
Trained teachers in lower secondary education (% of total teachers),['/indicator/SE.SEC.TCAQ.LO.ZS?downloadformat=excel']
"Trained teachers in lower secondary education, female (% of female teachers)",['/indicator/SE.SEC.TCAQ.LO.FE.ZS?downloadformat=excel']
"Trained teachers in lower secondary education, male (% of male teachers)",['/indicator/SE.SEC.TCAQ.LO.MA.ZS?downloadformat=excel']
Trained teachers in preprimary education (% of total teachers),['/indicator/SE.PRE.TCAQ.ZS?downloadformat=excel']
"Trained teachers in preprimary education, female (% of female teachers)",['/indicator/SE.PRE.TCAQ.FE.ZS?downloadformat=excel']
"Trained teachers in preprimary education, male (% of male teachers)",['/indicator/SE.PRE.TCAQ.MA.ZS?downloadformat=excel']
Trained teachers in upper secondary education (% of total teachers),['/indicator/SE.SEC.TCAQ.UP.ZS?downloadformat=excel']
"Trained teachers in upper secondary education, female (% of female teachers)",['/indicator/SE.SEC.TCAQ.UP.FE.ZS?downloadformat=excel']
"Trained teachers in upper secondary education, male (% of male teachers)",['/indicator/SE.SEC.TCAQ.UP.MA.ZS?downloadformat=excel']
"Unemployment, female (% of female labor force) (modeled ILO estimate)",['/indicator/SL.UEM.TOTL.FE.ZS?downloadformat=excel']
"Unemployment, male (% of male labor force) (modeled ILO estimate)",['/indicator/SL.UEM.TOTL.MA.ZS?downloadformat=excel']
"Unemployment, total (% of total labor force) (modeled ILO estimate)",['/indicator/SL.UEM.TOTL.ZS?downloadformat=excel']
"Youth literacy rate, population 15-24 years, both sexes (%)",['/indicator/SE.ADT.1524.LT.ZS?downloadformat=excel']
Access to electricity (% of population),['/indicator/EG.ELC.ACCS.ZS?downloadformat=excel']
"Access to electricity, rural (% of rural population)",['/indicator/EG.ELC.ACCS.RU.ZS?downloadformat=excel']
"Access to electricity, urban (% of urban population)",['/indicator/EG.ELC.ACCS.UR.ZS?downloadformat=excel']
Adjusted savings: energy depletion (% of GNI),['/indicator/NY.ADJ.DNGY.GN.ZS?downloadformat=excel']
Adjusted savings: energy depletion (current US$),['/indicator/NY.ADJ.DNGY.CD?downloadformat=excel']
Adjusted savings: mineral depletion (% of GNI),['/indicator/NY.ADJ.DMIN.GN.ZS?downloadformat=excel']
Adjusted savings: mineral depletion (current US$),['/indicator/NY.ADJ.DMIN.CD?downloadformat=excel']
Adjusted savings: natural resources depletion (% of GNI),['/indicator/NY.ADJ.DRES.GN.ZS?downloadformat=excel']
Alternative and nuclear energy (% of total energy use),['/indicator/EG.USE.COMM.CL.ZS?downloadformat=excel']
CO2 emissions from gaseous fuel consumption (% of total),['/indicator/EN.ATM.CO2E.GF.ZS?downloadformat=excel']
CO2 emissions from liquid fuel consumption (kt),['/indicator/EN.ATM.CO2E.LF.KT?downloadformat=excel']
Combustible renewables and waste (% of total energy),['/indicator/EG.USE.CRNW.ZS?downloadformat=excel']
Delay in obtaining an electrical connection (days),['/indicator/IC.ELC.DURS?downloadformat=excel']
Electric power consumption (kWh per capita),['/indicator/EG.USE.ELEC.KH.PC?downloadformat=excel']
Electric power transmission and distribution losses (% of output),['/indicator/EG.ELC.LOSS.ZS?downloadformat=excel']
Electricity production from coal sources (% of total),['/indicator/EG.ELC.COAL.ZS?downloadformat=excel']
Electricity production from hydroelectric sources (% of total),['/indicator/EG.ELC.HYRO.ZS?downloadformat=excel']
Electricity production from natural gas sources (% of total),['/indicator/EG.ELC.NGAS.ZS?downloadformat=excel']
Electricity production from nuclear sources (% of total),['/indicator/EG.ELC.NUCL.ZS?downloadformat=excel']
Electricity production from oil sources (% of total),['/indicator/EG.ELC.PETR.ZS?downloadformat=excel']
"Electricity production from oil, gas and coal sources (% of total)",['/indicator/EG.ELC.FOSL.ZS?downloadformat=excel']
"Electricity production from renewable sources, excluding hydroelectric (% of total)",['/indicator/EG.ELC.RNWX.ZS?downloadformat=excel']
"Electricity production from renewable sources, excluding hydroelectric (kWh)",['/indicator/EG.ELC.RNWX.KH?downloadformat=excel']
