name,intro,address,tel,fax,email,site
缅甸中央银行（Central Bank of Myanmar）,,"地址：Office No.55, Nay Pyi Taw",联系电话：95-67-418203,传真：95-67-418270,电子邮箱：director.admin.cbm@mptmail.net.mm,网址：http://www.cbm.gov.mm/
尼泊尔银行（Nepal Bank Ltd）,简介：尼泊尔银行（Nepal Bank）是于1937年成立尼泊尔第一家商业银行。它标志着开始尼泊尔银行的一个时代。1937年11月15日，当时的尼泊尔国王特里布万为尼泊尔银行揭牌，这标志着尼泊尔拥有一个正式的银行。,,联系电话：+977 1 4247999/4239888，16600137373（toll free）,,电子邮箱： info@nepalbank.com.np,网址：http://www.nepalbank.com.np/
尼泊尔国家商业银行（Rastriya Banijya Bank）,简介：尼泊尔国家商业银行（Rastriya Banijya Bank）是尼泊尔最大的商业银行，该银行完全由政府拥有。根据尼泊尔国家商业银行法案，它于1966年1月23日成立。,"地址：Central Office Singhadurbar Plaza, Kathmandu",联系电话：(977-1) 425-2595,传真：(977-1) 425-2931,电子邮箱：rbb.info@rbb.com.np,网址：http://www.rbb.com.np/
"缅甸交通部（Ministry of Transport,the Republic of the Union of Myanmar）",,"地址：Office Building No. (5), Nay Pyi Taw",联系电话：+95-67-411039,传真：+95-67-411038 ,电子邮箱：minotran@mptmail.net.mm,网址：http://www.mot.gov.mm/
斯里兰卡哈顿国家银行（Hatton National Bank）,简介：哈顿国家银行（Hatton National Bank）是一家领先的斯里兰卡私人银行（即政府不是全资拥有）。哈顿国家银行在钦奈和卡拉奇拥有海外推广部门。1888年，RD银行和阿特金在锡兰的茶园建立了一家个小型私人银行叫哈顿银行，该银行为广大投资者和劳动者服务。,,联系电话：011 266 1995,传真：011 266 2759,电子邮箱：info@hnb.net ,网址：http://www.hnb.net/
斯里兰卡阿马纳银行（Amana Bank）,简介：阿马纳银行（Amana Bank）是一家斯里兰卡银行。它于2009年2月注册成立。根据2007年07号公司法，银行注册号码为3618PB。办事处为斯里兰卡科伦坡加勒路。,,联系电话：011 7756756,,,网址：http://www.amanabank.lk/en/
乌托拉银行（Uttara Bank）,简介：乌托拉银行（Uttara Bank）是一家成立于1965年的孟加拉国私人商业银行，总部位于孟加拉国首都达卡莫提黑尔。在1965年成立的时候，它被命名为“东方的汇丰银行”。孟加拉国解放战争后，它被收归国有。在1983年，乌托拉银行成为孟加拉国第一家私有化的银行，也是最大的私人银行。,"地址：Head Office, Uttara Bank Bhaban 47, Shahid Bir Uttom\xa0 Asfaqus Samad Sarak (90, Motijheel Commercial Area), P.O. Box No. 217 & 818 Dhaka-1000, Bangladesh","联系电话：9551162-3, 9553085-6, 9558656, 9566067-9, 9565732, 9568941","传真：880-2-7168376, 880-2-9572102, 880-2-9561392",电子邮箱：ublid@uttarabank-bd.com,网址：http://www.uttarabank-bd.com/
斯里兰卡投资管理委员会（BOI）,简介：斯里兰卡投资管理委员会（BOI）是斯里兰卡政府主管外国投资部门，其主要职责是负责核查、审批外国投资，并积极促进和推动外国企业或者政府在斯里兰卡投资。,"地址：Level 26, West Tower, World Trade Center, Colombo 01, Sri Lanka.","联系电话：(+94 11) 2385972-6, 2346131-3, 2434403-5, 2435027, 2447531",传真：(+94 11) 2447994,电子邮箱：info@boi.lk,网址：www.investsrilanka.com
沙特阿拉伯农业银行（Saudi Arabian Agricultural Bank，SAAB）,简介：向农民和农业项目提供无息贷款，偿还期为15-20年。,"地址：Omar Bin Al-Khatab Street, PO Box 1811, Riyadh 11126.",联系电话：402 3911/402 3934,传真：402 2359,,网址：http://www.saab.gov.sa/
Pubali Bank,简介：Pubali Bank是一家私人商业银行，它是孟加拉国拥有分行数量最多的私人银行。根据1913年银行公司法，它于1959年在东巴基斯坦东部作为一家商业银行有限公司成立。孟加拉国独立后，东区商业银行有限公司在1972年被国有化，并更名为Pubali Bank。该银行于1983年更名为Pubali Bank有限公司。,"地址：Head Office, 26, Dilkusha Commercial Area, Dhaka-1000, Bangladesh",,传真：880-2-9564009 ,电子邮箱：info@pubalibankbd.com,网址：http://www.pubalibangla.com/
马尔代夫海关（Maldives Customs Service）,,"[""地址：Boduthakurufaanu Magu, District: 20-02, Postal Code: 20250, Maafannu, Male",联系电话：+960 3322001,传真：+960 3322633,电子邮箱：customsmail@customs.gov.mv,网址：http://www.customs.gov.mv/
孟加拉国科里什银行（Bangladesh Krishi Bank）,,"地址：Krishi Bank Bhaban, 83-85 Motijheel Commercial Area, Dhaka-1000, Bangladesh",联系电话：(+88 02) 956 0021 PABX,传真：(+88 02) 956 1211，(+88 02) 955 6903，(+88 02) 955 3028,电子邮箱：info@krishibank.org.bd ,网址：http://www.krishibank.org.bd/showDocument.php?documentid=1009
Nepal Rastra Bank（NRB）,,"地址：Baluwatar, Kathmandu, Nepal ","联系电话：977 1 4410158, 4410201, 4411250\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 977 1 4419804, 4419805, 4419807",传真：977 1 4410159,,网址：http://www.nrb.org.np/
黎巴嫩Tyan & Zgheib Law Firm,,"地址：250, Sami El Solh Avenue, Manhattan bldg., Postal Code Park Beirut 2058 7705, P.O.Box 17-5563 Beirut-Lebanon",联系电话：+961-1-381006|+961 1 386006,传真：+961-1-381016,电子邮箱：info@tyanzgheib.com,网址：http://www.tyanzgheib.com/
斯里兰卡锡兰银行（Bank of Ceylon）,简介：锡兰银行（Bank of Ceylon）是一家斯里兰卡政府全资拥有的主要商业银行，总部位于政治和商业资本岛屿上的首都科伦坡标志性的圆柱形建筑。,"地址：1, BOC Square, Bank of Ceylon Mawatha, Colombo.01, Sri Lanka",联系电话：094 11 2446790-811(22 lines) 094 11 2338741/55,传真：094 11 2321160(AGM Customer Relations),电子邮箱：boc@boc.lk ,网址：http://www.boc.lk/
斯里兰卡泛亚银行(Pan Asia Bank）,简介：斯里兰卡泛亚银行(Pan Asia Bank）是一家持牌的斯里兰卡商业银行。它在科伦坡证券交易所上市。该银行专注于零售银行、中小企业（小型和中等规模企业）及企业银行业务。,"地址：Pan Asia Banking Corporation PLC.,450, Galle Road, Colombo 03.,Sri Lanka.",联系电话：+ 94 11 2565565,传真：+94 11 2565558,电子邮箱：pabc@pabcbank.com,网址：http://www.pabcbank.com/
